,ID	Year_Birth	Education	Marital_Status	Income	Kidhome	Teenhome	Dt_Customer	Recency	MntWines	MntFruits	MntMeatProducts	MntFishProducts	MntSweetProducts	MntGoldProds	NumDealsPurchases	NumWebPurchases	NumCatalogPurchases	NumStorePurchases	NumWebVisitsMonth	AcceptedCmp3	AcceptedCmp4	AcceptedCmp5	AcceptedCmp1	AcceptedCmp2	Complain	Z_CostContact	Z_Revenue	Response,reviews
401,9999	1965	Graduation	Together	75276	0	0	27-09-2012	2	610	105	125	137	42	21	1	9	4	9	5	0	0	0	0	0	0	3	11	0,"Fabulous on salads, Fabulous on humus, Fabulous on lots of things I eat on a regular basis.<br />It's amazing how these plain, simple pine nuts make a bland salad turn into a standout salad.<br />I wouldn't consider being without this product in my kitchen."
402,7617	1974	Graduation	Single	42373	1	1	15-08-2013	83	67	5	61	3	8	19	5	2	1	5	5	0	0	0	0	0	0	3	11	0,"I usually like instant coffee, but this doesn't do it for me.  Maybe with sugar it's potable, but I drink my coffee black, and I can barely get this down.  Back to the drawing board."
403,615	1960	Graduation	Together	30507	0	0	11-03-2013	29	65	36	74	38	20	110	1	5	1	4	7	0	0	0	0	0	0	3	11	0,"I have to ignore my coconut nectar in the cabinet. It is wonderful! I have been known to eat it by the spoonful all by itself. I'm still on the first bottle (I have more), so my ignorance is proven to be valuable. The next batch of fudge I make will be sweetened with this. YUM-ALICIOUS!!"
404,2552	1955	PhD	Single	55521	1	2	22-10-2013	11	416	0	26	0	0	4	9	6	3	6	7	0	1	0	0	0	0	3	11	1,"I buy this on the subscribe & save program, which seems to be discontinued at this time. I have had about 4 shipments of 6 bags each. My sister and I enjoy this coffee everyday! I alternate a shipment to her and then to me. Perfect for moments when you are the only one drinking it, and don't want to waste coffee or time to fill up a regular coffeemaker. I use it at work, because I'm the only one who drinks decaff."
405,194	1965	Graduation	Married	48006	1	1	09-06-2014	55	23	0	11	3	2	2	1	1	0	3	6	0	0	0	0	0	0	3	11	0,"With Amazon's Subscribe & Save option these are well below $1 per package!  I am able to make 1/2 of the packet if I don't need the whole thing.  Just mix it with water in the pan and whisk while it comes to the boil and simmer for only one minute and I had tasty vegan gravy!  It was perfect on my Edward & Sons organic, vegan, gluten free Instant mashed potatoes!  What could be easier or better?<br /><br />They also have a good looking recipe on the back of the packet for a lentil loaf that I plan on trying.<br /><br />Now I can't wait to try Roads End Organic's Savory Herb and Shiitake Mushroom varieties!"
406,3645	1972	PhD	Single	27213	1	0	30-08-2012	19	19	3	26	10	9	3	3	2	0	4	8	0	0	0	0	0	0	3	11	1,"I was disappointed in this trail mix. The peanuts are soft, and there are ALOT of seeds in the bag as well. Not bad enough to throw away, but I will try another brand next time."
407,8890	1971	PhD	Divorced	65808	1	1	30-05-2014	1	155	7	80	13	7	10	3	5	1	5	6	0	0	0	0	0	0	3	11	0,"The contents settle to the bottom of the pack and you really can't get it out,it's not conveient.I am not going to order it again.Jason's almond butter packets are much better."
408,5049	1974	PhD	Together	30351	1	0	06-06-2013	19	14	0	24	3	3	2	1	3	0	2	9	0	0	0	0	0	0	3	11	0,"My dog has to take seizure pills and after 2 months of shoving them down her throat and finding the pills around the house, I saw Pill Pockets at the vet. She likes them, the pills don't get spit out, and I don't get growled at, it's great! The pills are tiny, so I split one pill pocket up and can wrap four pills up. I put the extras in an empty pill bottle to keep them fresh. She doesn't mind the smaller size. They do leave your hands kind of greasy though."
409,9973	1963	Graduation	Married	50437	0	2	17-10-2012	28	370	9	92	6	9	4	3	7	1	8	7	0	0	0	0	0	0	3	11	0,"Very delicious coffee, just when you need a good cup of coffee in a rush, there you have this little packs full of flavor and aroma. Loved it!"
410,7301	1982	2n Cycle	Single	23616	1	0	17-11-2012	76	4	22	11	3	7	32	2	3	0	3	8	0	0	0	0	0	0	3	11	1,"Confronted with a cloudy, rainy, dreary autumn day? The cure is simple: A perfect snack. The necessary ingredients remind me of some of my earliest memories. Born in Scotland, my mother enjoyed the staples of the old country.  What could satisfy more than a cup of tea and a piece of wheat bread toast? Prepared authentically, each piece of toast should be slightly burnt. A couple of scrapes with a knife will cure that! When I smell bread burning in a toaster, I always think of my Mom in our kitchen making an afternoon snack. No toast is complete without orange marmalade. Ordinary jelly will not do! The only brand acceptable is Keiller's Dundee orange marmalade made with an authentic recipe dating back to 1797. Imposters, like the watery Bonne Maman of France and the Swiss Hero varieties, can't compete with the real thing. Since 1988, Keiller's has been manufactured in the Robertson's plant in Manchester, England (horrors!) The taste is still intact. It is a thick, tangy delight packed with sweet, thinly-cut orange rind congealed in a perfect jelly. Look for Keiller's distinctive white glass jar. Yum."
411,10882	1976	Graduation	Married	53858	0	1	09-11-2012	50	407	53	221	58	150	26	4	4	3	6	4	0	0	0	0	0	0	3	11	0,this was delicious coffee for a great price which i could not find at any store in my area or areas nearby
412,7030	1955	PhD	Married	66465	0	1	30-03-2013	1	1200	0	204	38	29	14	3	11	9	12	6	0	0	0	1	0	0	3	11	0,"I expected Italian coffee to be very bold, so I was incredibly disappointed that this seems so bland. Maybe I need to use more, perhaps double the usual amount per cup. I am following my coffee makers instructions and the coffee turns out very weak."
413,7422	1987	Graduation	Single	46923	1	0	22-08-2012	90	85	44	54	102	78	6	3	5	1	7	7	0	0	0	0	0	0	3	11	0,"This product ended up being a $15 camera case.  The seller, BestPriceCenter does not sell food.  Make sure you order from a correct listing.  The seller did agree to refund after I ship the product back."
414,3523	1962	Graduation	Together	75072	0	1	23-01-2013	83	583	34	309	0	22	125	2	5	4	8	3	0	0	0	0	0	0	3	11	0,"A bunch of flax seed in a sealed plastic bag.  I grind these up and put them in my morning oatmeal.  Nice source of fiber and good fats.  Barry Farms was great as always (3 orders with them so far), and I'm really liking the idea of flax seed in my diet."
415,7106	1943	PhD	Married	75865	0	0	31-03-2014	73	483	0	591	156	0	12	1	3	5	10	1	0	0	0	0	0	0	3	11	0,"Overall good It has a creamy green tint to it, The first bit i was thinking ""i need salt"" but i ate it all and NOW feeling satisified! For it being organic & salt free i am suprised how yummy it really was. I would suggest this soup to anyone. And will eat it over & over again! True it MIGHT not have a lot of chicken, but the tiny 5 pieces it did have were good. I liked it like that."
416,6504	1975	2n Cycle	Together	19789	1	0	20-11-2013	24	2	5	9	28	6	28	3	2	1	3	5	1	0	0	0	0	0	3	11	0,"My puppy had a severe diarrhea for weeks until we put her on Wellness Lamb and Sweet Potato.  Just like a miracle, she is healthy and energetic."
417,5067	1994	Graduation	Together	80134	0	0	14-02-2014	11	966	26	282	52	26	26	1	2	7	11	5	0	1	1	1	1	0	3	11	0,hit and miss on the flavors here.  but nice to try a sample pack and see what the family likes. maybe try in store first to see which flavors you might like.  very strongly flavored which is a plus.
418,4216	1981	Graduation	Single	91065	0	0	22-02-2013	33	822	114	108	179	137	114	1	7	9	9	3	0	0	1	1	0	0	3	11	1,"We were the grind your own beans, french press coffee people.  Till I decided to try this from a local Co-op.  I'm not sure why since I wouldn't even think about buy pre-ground coffee such as Folgers, let alone drink instant coffee.  But boy am I ever glad I tried this product.  It's super easy, quick, tastes amazing, rich and bold without the acidic after taste.  Okay it's instant coffee, so keep that in mind but if you looking for a quick coffee fix, you won't be disappointed."
419,8581	1971	Master	Married	49505	1	1	05-03-2013	4	604	0	100	19	0	28	9	10	2	8	8	0	0	0	0	0	0	3	11	0,"I grill and barbeque a lot and use ""rubs"" that I make and a very few commercial products, mainly because most commercial rubs aren't all that good. Byron's, however is the real deal: since buying this stuff, I have used it on ribs, pork butt roast, steaks and turkey. It produces consistantly great results on grilled food, low & slow barbeque and even on oven roasted meats. It adds a nice zip to soups, salads and veggies too. I will be seasoning the Thanksgiving turkey with it at the request of my SO.<br /><br />I concur with the reviewer who urged potential customers to get the big size: it gets used up real fast!!"
420,5929	1973	PhD	Married	37401	1	0	06-05-2014	14	19	3	19	3	1	3	2	2	0	3	7	0	0	0	0	0	0	3	11	0,"They won't taste the same as other gummies.  And they were less chewy than other gummies like Albanese (best tasting ones I've found) or Haribo.  Chewiness is one of elements I love about gummies, so I will not purchase Yummy Earth again.  But if you are really looking for a  healthier substitute, judge for yourself."
421,3129	1983	Graduation	Married	30096	1	0	22-05-2014	30	5	3	11	12	5	9	1	2	0	3	6	0	0	0	0	0	0	3	11	0,"I really liked these graham crackers. There isn't anything different about the taste of coarse but the way they are packaged is ideal for man things.<br /><br />Instead of being big rectangular pieces these are halved. This makes them ideal for parents with smaller kids who just want to give their kid a quick snack.<br /><br />Another great use for these is definitely smores! Thanks to these already being broken down into squares you don't have to worry about accidentally breaking them when juggling your chocolate and a flaming marsh mellow.<br /><br />The only thing I could offer in the way of advise to Honey Maid would be to package them in stacks of 3 instead of 6 as the serving size is 3, but that isn't anything to keep me from purchasing these.<br /><br />I'll be keeping an eye out for these at my local grocer!"
422,6528	1982	Master	Together	18492	1	0	05-06-2014	75	2	2	2	2	1	1	1	1	0	2	8	0	0	0	0	0	0	3	11	0,"I've been eating these NV Granola Bars since I was but a lad, munching away on them with orange slices at soccer games.  They're timeless, and a sweet treat.  Yes, they're probably not too healthy considering they have a fair bit of sugar.  But in this economic climate, they're cheaper than say a Clif bar, and no less tasty.<br /><br />I rarely eat these bars plain- usually I break it up into my plain yogurt with fresh fruits, or into my cereal. 5 thumbs up for a nice snack."
423,1361	1974	Master	Married	82584	0	0	04-06-2013	26	1076	68	103	29	91	68	1	3	4	8	1	0	1	1	0	0	0	3	11	1,"First line of ""product features"" states:<br /><br />""contains one can each of Bird in Hand, Cookie Jar, Game Day Chili, Mull Over This, Peace of Pie and Roast to Toast tins""<br /><br />This line is INCORRECT.<br /><br />The 4th line is correct:<br /><br />""Six tins (1 tin each of chile pepper (mild), coriander, cumin, fennel seed, ginger & turmeric) come in a handsome box and stylish belly band.""<br /><br />Since the product is not returnable, don't make the same error I did!<br /><br />Note to AMAZON: I love your service and order from you often, but I was very disappointed with the misleading product features. PLEASE CORRECT THIS. I am out $32+ dollars."
424,6932	1941	PhD	Married	93027	0	0	13-04-2013	77	1285	42	716	55	0	21	0	7	10	5	2	0	0	1	0	0	0	3	11	0,"Being vegan, I look for quality nutrition from pretty interesting sources.  I blend smoothies very often (thanks to the book Green for Life for giving me many recipes to play with).  Usually I blend up greens, bananas, strawberries, and add flax oil, hemp protein, and nutritional yeast.  Adding a tablespoon of these seeds adds quite a nice dose of nutrition.<br /><br />Most seeds and nuts are high on fat, and these are no exception (50% fat by volume).  But for most diets the pros outweigh the amount of fat.  Plus, a little healthy fat is necessary in a balanced diet.<br /><br />They taste great.  Very mild.  They are great for baking, topping oatmeal or cereal, putting in a cup of almond milk, adding to smoothies (of course), or just eating raw.  You can also soak them in water for a bit to make a nice paste (which is a good way to use it in baking recipes also).<br /><br />The packaging is nice.  There is not a ton of wasted space, the seeds fill the entire bag.  They are USDA organic.<br /><br />I highly recommend them as a source of alternative nutrition, especially for vegetarians and vegans, but for anyone really."
425,7284	1953	Graduation	Married	48686	1	2	04-12-2013	8	10	0	7	2	0	1	1	1	0	2	8	0	0	0	0	0	0	3	11	0,"This turkey jerky is really good.  Just the right amount of flavor and chewiness.  I only wish it wasn't so expensive.  Love that it's gluten free and all natural, so we'll keep ordering!"
426,1340	1986	Graduation	Married	92910	0	0	24-04-2014	42	551	137	792	179	103	33	1	6	7	13	1	0	1	1	1	0	0	3	11	0,"New Update, Well as it turns out the Ethical Coffee Company has came through. They contacted me about the problem I had and have replaced my machine, so they do stand behind their word and will honor their guarantee. It took a few weeks but they did what they said they would. Therefore I will continue to use their products."
427,8746	1989	Graduation	Married	75433	1	0	05-04-2014	28	800	0	297	0	34	57	2	2	5	10	6	0	1	0	1	0	0	3	11	0,"I've been buying the 20-bag boxes of this tea from the grocery store for several months, long enough to know that I like it, and to make it worth my while buying it in bulk.  Every night I make enough to fill my thermos bottle (a bit more than 4 cups, I believe) in a tea pot using 3 bags.  These bags are a different style than the individually packaged bags, and they come packaged 4 in each envelope, but I can notice no difference in taste or quality from the individually packaged bags that I was buying before, so why not save money while I'm at it?<br /><br />Others have complained about the multi-bag packaging, but since I use 3 bags a day it doesn't bother me at all ... the envelopes are easy to fold over to keep the extra(s) fresh until tomorrow.<br /><br />If I have to complain about something, it would be how the strings are attached to the bags ... I use a pot that has a screen basket in the middle to hold the bags, so I don't want the strings in there as well ... I became accustomed to being able to yank the strings off the bags of the individually packaged bags, but doing the same thing with these bags tears the top of the bag (which isn't an issue for making the tea, just for cleaning the basket afterwards) ... so now I cut the strings off with a scissors ... a trivial thing, but I thought I would pass it along in case anyone cares.<br /><br />So ... if you like Bigelow Earl Grey ... and if you make your tea by the pot, or if you use more than 1 tea bag per day, then this is the way to go!"
428,5987	1989	2n Cycle	Together	10404	1	0	04-05-2014	52	2	2	11	10	6	12	2	1	0	4	5	0	0	0	0	0	0	3	11	0,The product is good but Amazon can't pack it.  Most likely you will get a broken crate that can't be fixed and some of the chocolates will have leaked.
429,3767	1968	Graduation	Married	61314	0	1	25-04-2013	1	378	0	189	97	172	172	2	5	5	12	3	0	0	0	0	0	0	3	11	0,"Tried it this am for 1st time, its very good, a dark strong taste, which I love but Im sure you can adjust to your liking, I did 4 scoops for 8 cups and perfect for me, if you like strong. It smelled like a coffee house here this am, even hubby got up to smell early. He also liked it."
430,3725	1961	PhD	Single	84865	0	0	09-05-2013	1	1248	16	349	43	16	16	1	2	4	9	4	0	1	1	1	1	0	3	11	1,"We have a lot of foster dogs that come in and out of our house, and I've yet to meet a dog that doesn't love Dingos. I don't know what it is about these things, but they bring out the crazy in my dogs. We have to give them to the dogs while crated or they will fight over them, even dogs that don't have resource guarding issues. They must be delicious?"
431,4324	1989	Graduation	Married	42387	1	0	29-10-2012	42	235	0	235	19	4	191	5	8	1	7	8	0	0	0	0	0	0	3	11	0,"When I got my puppy I started feeding him Purina One, thinking that I was buying really good dog food.  But then I started reading labels and information about dog food brands.  This led me to Blue Buffaloe.  Not only do they appear to make one of the best dog foods, and by that I mean healthiest, my puppy cannot get enough of this food.  That is saying something too because he was never a fan of Purina One or Eukanuba."
432,238	1967	2n Cycle	Together	67309	1	1	23-01-2013	76	515	47	181	149	95	95	15	9	6	9	7	0	0	0	0	0	0	3	11	0,I ordered this item because it was on sale and because of the health benefits of green tea.  I wasn't certain how good it was going to be but I was pleasantly surprised.  It tastes refreshing and fruity.  The flavor isn't overpowering or fake.  I mix the powder in a sports bottle along with cold water and splenda.  The powder dissolves easily and the drink has a nice green tea and blueberry taste.  I was so impressed that I have signed up for automatic delivery.  It's a great product.
433,6694	1964	Graduation	Married	75236	0	1	25-11-2013	27	438	66	400	12	38	114	1	8	3	13	4	0	0	0	0	0	0	3	11	0,I like strong coffee...I LOVE strong coffee and drink it black. This coffee is not really strong but it is quite bitter and has an odd taste to it. Reminds me of 8 o clock French Roast which I also do not like. If you like 8 o clock French Roast you will likely like this one. I like San Franciscos Fog Chaser much better and make it on the stongest setting of my brewer.
434,498	1970	Graduation	Single	30015	1	0	02-02-2014	28	25	0	22	2	3	5	2	1	0	4	5	0	0	0	0	0	0	3	11	0,My husband and I are quite fussy about our maple syrup and we usually buy ours from Canada.  We ran out and decided to try this one and what a surprise it was.  The Grade A Medium Amber from Hidden Springs Maple Vermont is simply fabulous.  Great and fast service.
435,9347	1956	Master	Together	50943	0	1	21-06-2013	49	31	0	7	2	0	6	1	1	0	3	5	0	0	0	0	0	0	3	11	0,"This is the real deal people.  This is real Jamaican Coffee.  There are a few brands that claim to be from Blue Mountain, but they do not have that authentic taste.  My wife is Jamaican and we have been to Jamaica a few  times, but I never seem to bring back enough coffee so  I set out to find a brand here in the states that would be atleast close to what you get in Jamiaca and this is it.  Wow what flavor!"
436,9699	1966	Graduation	Divorced	67272	0	1	21-12-2013	12	357	35	271	28	28	14	3	6	2	12	5	0	0	0	0	0	0	3	11	0,"Bought 6lbs of this popcorn based on reviews that the hulls are softer on this Baby White than on regular popcorn.  Not only are the hulls just as tough as regular popcorn, the corn pops up so tiny that it's about 1/3 hull, 2/3 popped corn per kernel! I was hoping to use this as a healthy snack for my kids who love popcorn but not the hulls.<br />I popped this using every tip I could find on the internet; all experiments still resulted in a tough hull."
437,10664	1949	Master	Widow	51529	0	1	07-09-2013	14	400	4	35	6	0	22	2	9	1	5	8	0	0	0	0	0	0	3	11	0,"I use this for my grandmother who is 88, dementia, swallowing problems. It has a fair amount of protein in it. I mix it in with other things that have a stronger flavor, like cheddar cheese soup and you really can't taste it. It does make the texture of the food a little different, a bit grainy I guess."
438,5455	1971	PhD	Married	32011	1	0	22-08-2013	89	99	0	15	2	1	5	3	2	1	4	7	0	0	0	0	0	0	3	11	0,this is so easy on the go!  I typically make my own food for my little one but this makes it so easy when we are out running errands!  my baby loves it!
439,456	1986	2n Cycle	Married	7500	1	0	07-02-2013	96	1	11	5	4	6	9	2	2	0	3	8	0	0	0	0	0	0	3	11	0,"I looove these bars. I lamented no longer seeing Tropicana FruitWise bars on the market anymore; and was hoping to see something similar. I tried Target's fruit bars which while I liked the fruit leather, I didn't care for the bar's texture-- I wanted something like the fruit leather but thicker. I then found Sun Rype fruit bars and picked one up at the grocery store and was instantly hooked. These are sweet without being too sweet and are much denser and more satisfying than fruit leather strips. I could easily make a meal out of these, heh. But they're great for taking on the go since they're individually wrapped  and travel pretty well, I hope Sun Rype keeps making these delicious bars!"
440,5012	1989	Graduation	Married	28691	1	0	04-07-2013	56	5	4	13	8	0	4	1	1	0	3	8	0	0	0	0	0	0	3	11	0,"Bought these for the 2nd time and they were great once again.  Very fresh.  Everyone loved them, they are great to have in candy dishes for parties as something different :)"
441,7495	1948	PhD	Married	56223	0	1	20-12-2013	72	77	28	31	16	0	4	2	2	1	5	4	0	0	0	0	0	0	3	11	0,"Caf&eacute; D'Vita began as a stand-in for theSugar-Free International Coffees that seem to have been scaled back as far as availability is concerned. It will most likely replace the International Coffee. It tastes more like coffee with the desert-like flavor of Cappuccino. I like to mix French Vanilla and Mocha flavors, and since Caf&eacute; D'Vita has both, I'm a happy camper...with one exception. Too expensive! However, the International Coffees are no bargain; so it'll be Caf&eacute; D'Vita from now on."
442,5029	1946	Graduation	Married	18100	0	0	06-08-2013	14	3	1	2	4	3	1	1	0	0	3	5	0	0	0	0	0	0	3	11	0,"Great stuff, had to get three but my son who also likes this product traded me one of his almond flavor for the irish cream.  were both happy"
443,10642	1989	Graduation	Single	30279	1	0	30-12-2012	13	10	4	14	4	4	1	1	1	0	3	8	0	0	0	0	0	0	3	11	0,"From Europe to USA, Lindt makes the best chocolate in this planet. It's my favorite chocolate. When I was in Europe, I use to buy Lindt from the factory directly, 20 lb or 30 in one time. I'm so glad that I can get Lindt in USA. But amazon only have 5-star system, otherwise I would give it more stars!"
444,2106	1974	2n Cycle	Married	20130	0	0	17-03-2014	99	0	6	3	7	6	12	1	1	0	3	8	0	0	0	0	0	0	3	11	0,"Our three cats--the Kitty Mafia--are notoriously fussy eaters. Although they will eat dry food, it can't be just any dry food. We were especially pleased when all three of them were willing to eat Kit N Kaboodle. We favor Purina products, and this one has two things going for it: the cats will eat it, and the price is right. (Our dogs also give it a paws up--the little sneaks!)"
445,10364	1959	Graduation	Divorced	23295	0	0	13-07-2013	72	0	0	1	2	12	5	1	1	0	2	8	0	0	0	0	0	0	3	11	0,"EXCELLENT PRODUCT, VANILLA FLAVOR IN THE TOOTSIE ROLL TEXTURE . . . HOWEVER IT COMES IN A 12OZ BAG, NOT 16OZ.  GREAT SEASONAL TREAT! (MAY WANT TO STOCK UP FOR THE REST OF THE YEAR)"
446,5954	1972	Master	Divorced	42618	1	0	09-10-2013	92	76	14	74	13	5	10	2	5	0	4	8	0	0	0	0	0	0	3	11	0,"A handful of these Quaker Oatmeal Squares make a great snack. They are reasonably healthy and have a great taste of brown sugar with a big crunch.<br /><br />Unfortuanetly, they don't do so well in milk. Although they hold their crunch very well, they quickly lose their flavor in milk. I guess that the ""hint of brown sugar"" isn't enough to stand up to the milk. So, they becaome a somewhat flavorless crunchy breakfast. Not bad, but not so great."
447,1137	1964	Graduation	Single	81246	0	0	29-12-2013	87	398	190	537	61	156	37	1	4	5	7	1	1	0	0	1	0	0	3	11	0,"If you are looking for a straight up cup of coffee, without flavors or anything, this is it. Its nice and mild, but not weak. The taste is amazing. I am currently sipping with International Delight's Cinnabon flavor and its just an amazing taste. You can taste the flavor as a subtle after taste, and when I am drinking it, I tend to take big long gulps as its so good, I don't want to put it down. It makes a lot too. A nice big cup of coffee that is bigger than most of the other tassimo cups. Rainforest Alliance Certified means I can feel good that I'm drinking something that goes to help our planet. I am going to make sure I stock up on these as they last a while and make a big cup. They are a great normal coffee (other than an espresso latte or machiatto)"
448,2541	1976	Graduation	Married	24027	1	0	09-06-2013	7	14	7	11	11	0	5	2	2	0	3	8	0	0	0	0	0	0	3	11	0,I was expecting a harder sausage but am very satified with the flavor and quality of this garlic sausage.  The flavor is strong (garlic) but not over-powering.  It's expensive but I would buy it again.
449,1142	1953	PhD	Married	55707	0	1	22-12-2013	91	208	7	82	30	66	35	2	3	2	9	3	0	0	0	0	0	0	3	11	0,I love these chips! The white cheddar flavor is thin and mild (not like a Smartfood) and they taste great!
450,2276	1955	Graduation	Single	57959	0	1	02-05-2013	71	430	16	322	43	24	33	5	4	7	11	3	0	0	0	0	0	0	3	11	0,"I love, love, love this pasta. I actually prefer it over wheat! I've tried every brand of brown rice pasta and was disgusted my the mushiness of it. This pasta is ""aldente"" and it doesn't turn the water you boil it in milky. Highly recommend!!!"
451,2807	1969	Graduation	Married	56796	0	1	16-02-2013	24	656	38	161	62	47	37	3	8	9	7	7	0	0	0	0	0	0	3	11	0,"This Stevia is a staple in our house. I discovered that I didn't mind the flavor in many of our drinks when I was on the HCG diet, so now we use it in homemade lemonade, decaf green tea, my twins' coconut milk, desserts, sauces and some salad dressing recipes. It's not great for everything (e.g., coffee, IMO), but overall it's done a great job of reducing added sugar in our household. I get this on subscribe & save and get an extra 15% off. Loving this because it's not an inexpensive product."
452,6471	1971	Master	Single	36230	1	0	17-10-2013	17	14	2	30	8	2	3	1	2	0	4	5	0	0	0	0	0	0	3	11	0,I have been using this product for years it has no after taste. Some brands have alcohol in them but this brand does not.<br />The liquid does not seam to have an after taste like the powder. This is an excellent price compare to health food stores.<br />I don't buy anything anymore until I see if Amazon has it. It was package well for shipping and came in a timely manner.
453,6131	1980	2n Cycle	Married	70829	1	1	01-12-2013	87	141	70	106	72	19	23	2	4	2	8	3	0	0	0	0	0	0	3	11	0,"I bought Marmite mainly cause I was curious about the taste and always heard it was a love it or hate it sort of spread. I have to agree. It has a strong, salty flavor and is definitely not for faint hearted if you want to try it.<br /><br />I don't know if there is such thing as in between love and hate but that's sort of where I am since I find the taste interesting but powerful.<br /><br />Overall, I give it a thumbs up even though I wouldn't eat it every day. Others who are Marmite lovers will surely enjoy it."
454,6233	1976	Graduation	Married	65991	0	1	07-09-2012	21	507	19	364	25	47	9	3	9	5	10	7	0	0	0	0	0	0	3	11	0,"Unfortunately I can't find it in any stores anymore! It's only online.<br /><br />Rich, but the cinnamon is not overpowering. Not chai."
455,4148	1972	Graduation	Married	38988	1	2	20-08-2012	90	164	24	103	12	3	42	7	5	1	6	8	0	0	0	0	0	0	3	11	0,I don't live in the USA and you just don't get this sort of quality item here. I love them. Yummy. Watch your teeth. Do not bite these or you might loose them. Suck only :)
456,4947	1966	2n Cycle	Single	89572	0	0	15-09-2012	44	606	24	974	197	194	64	1	7	7	9	4	0	1	0	1	0	0	3	11	1,"I have liked Market spice tea for years. It seems to be best when made with loose tea in a whole potful. But sometimes when I want just a cupful, I used to try using one of those mesh tea balls or spoon things but it never got strong enough. And the stronger it is, the sweeter it is and I like it sweeter! Then I tried the tea bags and if I have the patience to let it sit a bit, I get a good, sweet cup of Market spice tea!"
457,3225	1984	Master	Married	42207	1	0	01-04-2013	71	116	11	72	3	17	46	4	4	1	5	6	1	0	0	0	0	0	3	11	1,"This coffee doesn't really taste like coffee.  It tastes more like a tea than coffee.  It is good tasting tea, but it shouldn't be labeled as coffee."
458,7540	1952	Graduation	Married	50300	0	1	25-05-2014	52	143	15	60	24	23	5	2	2	1	8	2	0	0	0	0	0	0	3	11	0,I just bought these for the first time. WOW! They are wonderful--not at all  something that simulates  pretzel taste. Many times the  gluten free products I try are not even a good imitation of the real thing. This is not the case with these pretzels. I took them to my office and let everyone try them. I had a hard time keeping everyone away after one taste!<br /><br />One serious word of caution--They are so good you will find yourself eating more than you should!
459,10648	1982	2n Cycle	Together	66664	0	0	25-09-2012	78	398	96	447	220	96	32	1	5	7	6	3	0	0	0	0	0	0	3	11	0,"First Impression: Old Mother Hubbard Dog Biscuits are a great treat for the value and are made with wholesome ingredients. A large bag of the small biscuits lasts for weeks. Dad puts them in my Kongs, Everlasting Treat Balls, and Gatorade Bottles.<br /><br />Conclusion: Dad says they are well worth the money. They keep me entertained, they taste good, and Dad says they are healthy."
460,1992	1964	Graduation	Married	60597	0	1	01-01-2014	2	522	0	257	32	16	66	4	2	2	8	7	0	0	0	1	0	0	3	11	1,"I will definitely have to work on tweaking the amount used.<br />The directions IMO had you using too much, it also left an aftertaste.<br />In my house we are not regular soda drinkers and have been using more sparking water.<br />My kids did not like this flavor, I may try mixing it with something else to try and balance the too strong taste."
461,7851	1949	Graduation	Widow	70165	0	0	22-09-2013	60	161	0	253	199	191	122	1	3	7	11	1	0	0	0	0	0	0	3	11	0,"I actually like Kashi's new commercials about how healthy ingredients need to taste good to be in their cereals, and then they show a somewhat overweight guy as a food researcher going into various third world situations to find them, Indiana Jones-style. I had an opportunity to try Kashi's GoLean Crunch! Cereal in a sample packet as part of a promotional package Amazon sent me of their non-perishable groceries. Full of their Seven Whole Grains and Sesame cereal, it is indeed tasty without the overwhelming clusters of sweeter granola cereals. There is some of the sawdust taste of barley and soybean in there, but the whole oats and brown rice manage to dominate with honey, cinnamon, evaporated cane juice and brown rice syrup adding a dash of sweetness. A cup is 190 calories, which is higher than my favorite, Kashi's Heart to Heart cereal, but it does have only 95 mg of sodium and 8 grams of fiber. It's definitely a worthwhile entry in the granola category."
462,8594	1958	PhD	Widow	50520	0	1	28-01-2014	25	112	0	6	2	1	14	2	3	1	3	6	0	0	0	0	0	0	3	11	0,"Pooch Passions please change back to old/original formula for the beef liver.  In early 2009 beef's texture has been changed from light, airy, easy to cut as well as chew from the dog's point of view, to this hard, dry, non chewable block, that will either break their teeth or cause them to choke.<br /><br />Please change the beef liver back to the way it was six months ago and please do not ""mess up"" the chicken liver.<br /><br />Thank you"
463,7059	1963	Graduation	Married	80124	0	0	26-06-2014	47	483	84	398	205	84	241	1	3	7	8	1	1	0	0	0	0	0	3	11	0,"This iced tea is great!  Even though it says it is sweet, I need to add sweetener.  The flavor is perfect!"
464,2815	1975	Graduation	Married	33183	1	0	24-02-2014	46	7	5	39	17	15	37	2	4	0	3	7	0	0	0	0	0	0	3	11	0,"I just love The Ginger People Baker's Ginger.  I have found so many uses for it and it works well each time.  Try it in your outmeal or yogurt.  Eating it straight out of the can is not bad either.  If you are a fan of ginger, you are going to love these chips."
465,2416	1969	PhD	Single	66582	0	0	03-03-2014	83	789	25	420	16	38	0	1	2	8	9	1	0	0	0	0	0	0	3	11	0,I got these for a trip to Disney and I was really excited to have a snack available when we arrived at the hotel. Well the crackers were really REALLY small and super salty- to the point were you couldn't eat them. I would not buy these again!
466,7999	1955	PhD	Together	75261	0	0	23-04-2013	17	1239	17	413	23	34	17	1	5	6	5	2	0	1	1	0	0	0	3	11	1,If you like lemons you will love this marmalade.  Shreds of lemon rind throughout.  Very hard to find and I was so happy when I found a source on Amazon.
